"depths","Ash","Beech","Birch","Chestnut","Hemlock","Hickory","Maple","Oak","Other.conifer","Other.hardwood","Pine","Spruce","Tamarack"
835,15,0,31,0,0,0,0,33,5,82,106,10,0
840,31,2,21,0,0,2,1,41,3,68,128,14,2
845,29,2,25,0,0,1,1,42,2,70,81,21,0
850,24,0,45,0,0,1,0,36,0,56,91,26,1
855,17,1,52,0,0,0,0,34,2,43,60,32,0
860,5,0,43,0,0,1,0,19,2,78,73,17,0
865,3,0,36,0,0,0,0,14,0,85,75,11,2
870,4,0,59,0,0,0,0,17,0,104,57,5,0
875,1,0,18,0,0,1,0,9,1,154,35,8,0
880,0,0,23,0,0,0,0,10,0,117,65,16,0
885,0,0,24,0,0,0,0,7,0,125,60,6,0
890,0,0,12,0,0,0,0,6,1,104,85,9,0
895,1,0,7,0,0,0,0,11,1,108,67,10,0
900,0,0,15,0,0,0,0,6,0,87,70,10,0
910,0,0,15,0,0,0,0,7,0,81,72,7,0
920,0,0,7,0,0,0,0,3,0,48,45,1,0
930,0,0,4,0,0,0,0,1,0,8,72,1,0
940,0,0,8,0,0,0,0,5,0,24,117,2,0
950,0,0,7,0,0,0,0,4,0,45,59,2,0
960,0,0,4,0,0,0,0,1,0,17,143,1,0
970,0,0,3,0,0,0,0,0,0,17,147,1,0
980,0,0,6,0,0,0,0,1,0,31,135,2,0
990,0,0,15,0,0,0,0,3,0,34,39,3,0
1000,0,0,2,0,0,0,0,4,0,27,68,1,0
1010,0,0,7,0,0,0,0,5,0,64,80,1,0
